"","Partner.Name","Age","Gender","Airline.Status","Price.Sensitivity","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Class","Flights.Per.Year","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.time.in.minutes","Flight.Distance","Flight.cancelled","Likelihood.to.recommend"
"4699","Southeast Airlines Co.","25-35","Female","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4700","Cool&Young Airlines Inc.","47-58","Male","Silver","1","<-0.75","Business travel","0","Eco","13-25","10 MINS TO 20 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"4701","Oursin Airlines Inc.","25-35","Male","Blue","1","<-0.75","Mileage tickets","1+","Eco","6-12","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4702","Cheapseats Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4703","Oursin Airlines Inc.","36-46","Female","Silver","1","0.3768+","Business travel","1+","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"4704","Northwest Business Airlines Inc.","47-58","Male","Blue","1","0.059 to 0.3768","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"4705","FlyFast Airways Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"4706","Cheapseats Airlines Inc.","25-35","Female","Silver","1","<-0.75","Business travel","0","Eco","<6","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"4707","Paul Smith Airlines Inc.","47-58","Male","Silver","0","0.059 to 0.3768","Business travel","1+","Eco","<6","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"4708","FlyToSun Airlines Inc.","36-46","Male","Blue","1","0.059 to 0.3768","Business travel","1+","Business","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"4709","FlyToSun Airlines Inc.","36-46","Female","Silver","1","0.059 to 0.3768","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4710","Southeast Airlines Co.","36-46","Male","Gold","1","<-0.75","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"4711","Cheapseats Airlines Inc.","36-46","Female","Silver","1","0.3768+","Business travel","1","Eco","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4712","Cheapseats Airlines Inc.","47-58","Male","Blue","2","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4713","Sigma Airlines Inc.","47-58","Male","Silver","1","0.3768+","Business travel","0","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4714","Sigma Airlines Inc.","57-71","Male","Silver","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4715","Paul Smith Airlines Inc.","36-46","Female","Blue","2","-0.451 to 0.0588","Personal Travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"4716","Northwest Business Airlines Inc.","36-46","Male","Gold","1","0.059 to 0.3768","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"4717","Cheapseats Airlines Inc.","25-35","Male","Blue","1","0.3768+","Business travel","1+","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"4718","Cheapseats Airlines Inc.","25-35","Male","Blue","1","<-0.75","Business travel","1+","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"4719","Paul Smith Airlines Inc.","36-46","Male","Silver","1","0.3768+","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"4720","Sigma Airlines Inc.","57-71","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Business","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"4721","Sigma Airlines Inc.","57-71","Female","Blue","2","<-0.75","Business travel","0","Eco","6-12","5 MINS TO 10 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"4722","Northwest Business Airlines Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"4723","Oursin Airlines Inc.","36-46","Male","Silver","1","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4724","Sigma Airlines Inc.","36-46","Female","Silver","1","<-0.75","Personal Travel","1+","Eco","13-25","20 MINS TO 60 MINS","10 MINS TO 20 MINS","180+ Minutes","1000.0+ MILES","No","0"
"4725","Cheapseats Airlines Inc.","25-35","Male","Blue","2","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"4726","Cheapseats Airlines Inc.","<24","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"4727","EnjoyFlying Air Services","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4728","FlyHere Airways","36-46","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco Plus","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4729","FlyFast Airways Inc.","71+","Female","Gold","2","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4730","FlyFast Airways Inc.","25-35","Male","Silver","2","<-0.75","Business travel","1+","Eco","13-25","0","0","60 MINS TO 180 MINS","LESS THAN 400 MILES","Yes","0"
"4731","EnjoyFlying Air Services","71+","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4732","Cheapseats Airlines Inc.","25-35","Female","Blue","1","<-0.75","Mileage tickets","1+","Eco","13-25","20 MINS TO 60 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"4733","Northwest Business Airlines Inc.","36-46","Female","Blue","1","<-0.75","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4734","FlyFast Airways Inc.","25-35","Male","Blue","3","-0.451 to 0.0588","Business travel","0","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4735","FlyHere Airways","<24","Female","Silver","1","0.059 to 0.3768","Business travel","0","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4736","Cheapseats Airlines Inc.","<24","Male","Blue","1","<-0.75","Mileage tickets","1+","Eco Plus","6-12","10 MINS TO 20 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","400 MILES TO 1000.0 MILES","No","0"
"4737","OnlyJets Airlines Inc.","71+","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","20 MINS TO 60 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","0"
"4738","Cool&Young Airlines Inc.","25-35","Female","Gold","1","0.3768+","Business travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"4739","Northwest Business Airlines Inc.","47-58","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Business","13-25","10 MINS TO 20 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4740","Cheapseats Airlines Inc.","36-46","Female","Blue","1","<-0.75","Business travel","1+","Eco","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4741","EnjoyFlying Air Services","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"4742","Northwest Business Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4743","Oursin Airlines Inc.","47-58","Female","Blue","2","0.3768+","Business travel","1","Eco","6-12","10 MINS TO 20 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"4744","FlyFast Airways Inc.","<24","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Business","26-38","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4745","Cool&Young Airlines Inc.","57-71","Male","Silver","1","<-0.75","Personal Travel","0","Business","6-12","5 MINS TO 10 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"4746","FlyFast Airways Inc.","25-35","Male","Blue","1","0.059 to 0.3768","Business travel","1","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"4747","FlyFast Airways Inc.","57-71","Female","Gold","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4748","Cheapseats Airlines Inc.","25-35","Female","Blue","1","0.059 to 0.3768","Business travel","1","Eco Plus","6-12","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"4749","FlyToSun Airlines Inc.","36-46","Female","Silver","1","0.059 to 0.3768","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4750","EnjoyFlying Air Services","36-46","Female","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4751","OnlyJets Airlines Inc.","25-35","Female","Silver","1","0.059 to 0.3768","Business travel","0","Eco","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"4752","Paul Smith Airlines Inc.","<24","Female","Blue","1","<-0.75","Business travel","1+","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"4753","GoingNorth Airlines Inc.","25-35","Male","Blue","1","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4754","Oursin Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4755","Northwest Business Airlines Inc.","36-46","Female","Silver","2","0.3768+","Business travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4756","Southeast Airlines Co.","<24","Male","Blue","2","<-0.75","Mileage tickets","1","Eco Plus","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4757","Cheapseats Airlines Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4758","Sigma Airlines Inc.","71+","Male","Blue","1","<-0.75","Personal Travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"4759","FlyFast Airways Inc.","<24","Female","Blue","1","-0.451 to 0.0588","Business travel","1","Eco Plus","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4760","FlyFast Airways Inc.","<24","Female","Blue","1","<-0.75","Business travel","0","Eco","6-12","0","0","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","Yes","0"
"4761","Northwest Business Airlines Inc.","25-35","Female","Blue","1","<-0.75","Business travel","0","Eco Plus","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"4762","EnjoyFlying Air Services","25-35","Male","Silver","1","<-0.75","Business travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4763","Sigma Airlines Inc.","25-35","Male","Blue","1","0.059 to 0.3768","Business travel","1","Business","13-25","LESS THAN 5 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"4764","EnjoyFlying Air Services","36-46","Female","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"4765","Northwest Business Airlines Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"4766","FlyFast Airways Inc.","57-71","Female","Blue","1","0.059 to 0.3768","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"4767","EnjoyFlying Air Services","36-46","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","26-38","LESS THAN 5 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4768","Paul Smith Airlines Inc.","25-35","Male","Blue","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4769","Sigma Airlines Inc.","47-58","Female","Blue","1","<-0.75","Personal Travel","0","Eco","13-25","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4770","Cheapseats Airlines Inc.","57-71","Male","Blue","1","<-0.75","Business travel","1+","Business","6-12","5 MINS TO 10 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"4771","Paul Smith Airlines Inc.","25-35","Female","Blue","2","-0.451 to 0.0588","Business travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"4772","Southeast Airlines Co.","25-35","Female","Blue","1","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4773","Sigma Airlines Inc.","25-35","Female","Blue","2","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"4774","Cheapseats Airlines Inc.","47-58","Male","Silver","2","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"4775","Cheapseats Airlines Inc.","47-58","Male","Platinum","1","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"4776","Cheapseats Airlines Inc.","47-58","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"4777","GoingNorth Airlines Inc.","57-71","Female","Gold","1","<-0.75","Personal Travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4778","Paul Smith Airlines Inc.","36-46","Female","Silver","1","<-0.75","Personal Travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"4779","Sigma Airlines Inc.","36-46","Male","Gold","1","<-0.75","Business travel","1+","Eco","<6","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"4780","Northwest Business Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"4781","Sigma Airlines Inc.","25-35","Female","Gold","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4782","Sigma Airlines Inc.","47-58","Male","Blue","1","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","180+ Minutes","1000.0+ MILES","No","1"
"4783","Cheapseats Airlines Inc.","25-35","Female","Blue","1","0.3768+","Business travel","1","Eco","<6","10 MINS TO 20 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4784","Southeast Airlines Co.","47-58","Female","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4785","Northwest Business Airlines Inc.","71+","Female","Blue","2","<-0.75","Personal Travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4786","Cheapseats Airlines Inc.","47-58","Male","Silver","2","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"4787","FlyHere Airways","<24","Female","Blue","1","0.059 to 0.3768","Business travel","1","Eco Plus","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4788","Northwest Business Airlines Inc.","36-46","Female","Silver","1","0.059 to 0.3768","Mileage tickets","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"4789","Paul Smith Airlines Inc.","<24","Female","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"4790","Cheapseats Airlines Inc.","36-46","Female","Blue","1","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4791","Sigma Airlines Inc.","57-71","Female","Silver","2","<-0.75","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4792","Cheapseats Airlines Inc.","57-71","Male","Blue","2","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"4793","FlyFast Airways Inc.","47-58","Female","Blue","0","0.3768+","Business travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"4794","GoingNorth Airlines Inc.","<24","Female","Blue","2","-0.451 to 0.0588","Personal Travel","1+","Eco","13-25","20 MINS TO 60 MINS","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4795","EnjoyFlying Air Services","47-58","Female","Silver","1","0.059 to 0.3768","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"4796","Cheapseats Airlines Inc.","25-35","Female","Blue","2","-0.451 to 0.0588","Business travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4797","Northwest Business Airlines Inc.","47-58","Male","Gold","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"4798","Cheapseats Airlines Inc.","25-35","Male","Silver","1","-0.451 to 0.0588","Business travel","1+","Eco","38+","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4799","Cheapseats Airlines Inc.","36-46","Female","Blue","1","<-0.75","Business travel","1+","Eco","6-12","5 MINS TO 10 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"4800","FlyHere Airways","57-71","Male","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","38+","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"4801","OnlyJets Airlines Inc.","25-35","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"4802","Cheapseats Airlines Inc.","36-46","Male","Silver","0","-0.451 to 0.0588","Business travel","1+","Eco Plus","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"4803","Cheapseats Airlines Inc.","47-58","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"4804","Northwest Business Airlines Inc.","<24","Male","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","38+","0","0","60 MINS TO 180 MINS","LESS THAN 400 MILES","Yes","0"
"4805","Oursin Airlines Inc.","47-58","Male","Silver","1","0.3768+","Business travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"4806","Oursin Airlines Inc.","71+","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","10 MINS TO 20 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"4807","Southeast Airlines Co.","<24","Female","Blue","2","-0.451 to 0.0588","Business travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4808","Oursin Airlines Inc.","36-46","Female","Silver","2","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4809","Sigma Airlines Inc.","57-71","Female","Gold","1","-0.451 to 0.0588","Business travel","0","Eco Plus","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4810","Northwest Business Airlines Inc.","36-46","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4811","Oursin Airlines Inc.","47-58","Male","Gold","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","5 MINS TO 10 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"4812","Northwest Business Airlines Inc.","36-46","Female","Blue","1","<-0.75","Personal Travel","0","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"4813","Cheapseats Airlines Inc.","36-46","Female","Blue","2","0.059 to 0.3768","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4814","Cheapseats Airlines Inc.","25-35","Female","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco","13-25","10 MINS TO 20 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4815","EnjoyFlying Air Services","<24","Male","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco","13-25","10 MINS TO 20 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"4816","FlyToSun Airlines Inc.","36-46","Female","Blue","2","<-0.75","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"4817","Sigma Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"4818","Southeast Airlines Co.","36-46","Male","Silver","2","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"4819","FlyFast Airways Inc.","<24","Female","Blue","1","<-0.75","Personal Travel","1+","Eco Plus","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
