"","Partner.Name","Age","Gender","Airline.Status","Price.Sensitivity","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Class","Flights.Per.Year","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.time.in.minutes","Flight.Distance","Flight.cancelled","Likelihood.to.recommend"
"6605","FlyHere Airways","47-58","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Business","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6606","FlyFast Airways Inc.","71+","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6607","Cheapseats Airlines Inc.","71+","Male","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6608","FlyToSun Airlines Inc.","25-35","Female","Silver","2","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6609","Cheapseats Airlines Inc.","47-58","Male","Gold","1","0.059 to 0.3768","Business travel","1+","Eco","6-12","10 MINS TO 20 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6610","Cheapseats Airlines Inc.","36-46","Male","Blue","1","0.059 to 0.3768","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"6611","FlyFast Airways Inc.","25-35","Female","Blue","0","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6612","Southeast Airlines Co.","36-46","Female","Silver","1","0.059 to 0.3768","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6613","Northwest Business Airlines Inc.","25-35","Male","Silver","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6614","Sigma Airlines Inc.","25-35","Male","Silver","1","-0.451 to 0.0588","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"6615","FlyToSun Airlines Inc.","47-58","Female","Silver","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6616","Cheapseats Airlines Inc.","<24","Female","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco Plus","13-25","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6617","Northwest Business Airlines Inc.","36-46","Female","Silver","1","0.3768+","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"6618","Northwest Business Airlines Inc.","36-46","Male","Silver","1","-0.451 to 0.0588","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6619","FlyToSun Airlines Inc.","<24","Female","Blue","2","<-0.75","Personal Travel","1","Eco","26-38","5 MINS TO 10 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6620","Southeast Airlines Co.","47-58","Male","Gold","1","-0.451 to 0.0588","Business travel","1","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6621","Oursin Airlines Inc.","36-46","Female","Silver","1","0.3768+","Business travel","1","Eco","<6","10 MINS TO 20 MINS","5 MINS TO 10 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6622","Sigma Airlines Inc.","36-46","Female","Silver","1","0.059 to 0.3768","Personal Travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6623","Paul Smith Airlines Inc.","25-35","Female","Blue","1","<-0.75","Business travel","1+","Eco","13-25","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6624","Northwest Business Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6625","FlyToSun Airlines Inc.","47-58","Female","Blue","1","<-0.75","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"6626","Northwest Business Airlines Inc.","71+","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Business","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","400 MILES TO 1000.0 MILES","No","1"
"6627","Southeast Airlines Co.","<24","Female","Silver","1","0.059 to 0.3768","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6628","Cheapseats Airlines Inc.","25-35","Female","Gold","1","0.3768+","Business travel","1+","Eco","6-12","10 MINS TO 20 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6629","Sigma Airlines Inc.","71+","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","0","0","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","Yes","1"
"6630","OnlyJets Airlines Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"6631","FlyFast Airways Inc.","71+","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco Plus","26-38","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6632","Cheapseats Airlines Inc.","25-35","Female","Blue","2","<-0.75","Personal Travel","1+","Eco","13-25","20 MINS TO 60 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6633","FlyFast Airways Inc.","47-58","Female","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6634","FlyFast Airways Inc.","36-46","Male","Blue","2","-0.451 to 0.0588","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","400 MILES TO 1000.0 MILES","No","1"
"6635","Cheapseats Airlines Inc.","25-35","Female","Blue","1","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"6636","Oursin Airlines Inc.","36-46","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"6637","Cheapseats Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6638","Sigma Airlines Inc.","25-35","Female","Blue","2","<-0.75","Mileage tickets","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"6639","Cheapseats Airlines Inc.","57-71","Female","Silver","1","-0.451 to 0.0588","Personal Travel","0","Eco Plus","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6640","FlyHere Airways","47-58","Female","Gold","1","0.059 to 0.3768","Personal Travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6641","FlyToSun Airlines Inc.","36-46","Female","Silver","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6642","Northwest Business Airlines Inc.","25-35","Female","Gold","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6643","Cheapseats Airlines Inc.","47-58","Male","Blue","1","<-0.75","Mileage tickets","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"6644","Sigma Airlines Inc.","71+","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6645","Northwest Business Airlines Inc.","25-35","Male","Gold","2","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6646","FlyFast Airways Inc.","47-58","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6647","FlyFast Airways Inc.","57-71","Male","Platinum","1","<-0.75","Personal Travel","0","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6648","FlyFast Airways Inc.","25-35","Female","Blue","1","0.3768+","Business travel","1+","Eco","<6","0","0","60 MINS TO 180 MINS","LESS THAN 400 MILES","Yes","0"
"6649","OnlyJets Airlines Inc.","57-71","Female","Gold","1","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"6650","FlyFast Airways Inc.","25-35","Female","Blue","1","0.3768+","Business travel","1+","Business","<6","0","0","60 MINS TO 180 MINS","LESS THAN 400 MILES","Yes","1"
"6651","Cheapseats Airlines Inc.","47-58","Male","Blue","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"6652","Paul Smith Airlines Inc.","36-46","Female","Blue","1","0.059 to 0.3768","Personal Travel","1+","Eco Plus","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6653","GoingNorth Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","5 MINS TO 10 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"6654","FlyFast Airways Inc.","47-58","Female","Silver","1","0.059 to 0.3768","Business travel","0","Eco","6-12","5 MINS TO 10 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"6655","GoingNorth Airlines Inc.","25-35","Male","Blue","2","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6656","FlyFast Airways Inc.","36-46","Female","Silver","1","<-0.75","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6657","FlyFast Airways Inc.","25-35","Male","Gold","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6658","Southeast Airlines Co.","57-71","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6659","Northwest Business Airlines Inc.","<24","Male","Blue","1","<-0.75","Personal Travel","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6660","Sigma Airlines Inc.","47-58","Male","Blue","1","0.059 to 0.3768","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6661","GoingNorth Airlines Inc.","47-58","Female","Platinum","1","0.059 to 0.3768","Personal Travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6662","OnlyJets Airlines Inc.","36-46","Male","Blue","1","0.3768+","Business travel","1+","Eco","<6","0","0","60 MINS TO 180 MINS","1000.0+ MILES","Yes","0"
"6663","Cheapseats Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","10 MINS TO 20 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6664","EnjoyFlying Air Services","<24","Female","Blue","1","-0.451 to 0.0588","Personal Travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6665","Northwest Business Airlines Inc.","25-35","Male","Blue","2","0.3768+","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6666","Sigma Airlines Inc.","47-58","Female","Gold","1","<-0.75","Business travel","0","Eco","6-12","LESS THAN 5 MINS","5 MINS TO 10 MINS","180+ Minutes","1000.0+ MILES","No","0"
"6667","FlyHere Airways","25-35","Male","Gold","1","<-0.75","Business travel","0","Business","6-12","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6668","Northwest Business Airlines Inc.","<24","Male","Blue","1","0.059 to 0.3768","Business travel","1","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6669","FlyFast Airways Inc.","25-35","Female","Gold","1","<-0.75","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"6670","West Airways Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","1","Eco Plus","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"6671","OnlyJets Airlines Inc.","57-71","Female","Blue","2","-0.451 to 0.0588","Mileage tickets","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6672","FlyToSun Airlines Inc.","<24","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6673","Cheapseats Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Business","26-38","0","0","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","Yes","1"
"6674","Northwest Business Airlines Inc.","57-71","Male","Blue","1","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6675","Northwest Business Airlines Inc.","57-71","Female","Blue","3","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"6676","Cheapseats Airlines Inc.","36-46","Male","Silver","1","0.059 to 0.3768","Business travel","1+","Eco","13-25","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6677","Northwest Business Airlines Inc.","<24","Female","Silver","1","<-0.75","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6678","Sigma Airlines Inc.","<24","Male","Blue","1","<-0.75","Mileage tickets","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6679","Cheapseats Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6680","FlyFast Airways Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"6681","FlyFast Airways Inc.","36-46","Female","Blue","1","0.3768+","Business travel","1+","Eco","6-12","0-60 Mins","60 MINS TO 180 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6682","Paul Smith Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","26-38","5 MINS TO 10 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6683","Cool&Young Airlines Inc.","<24","Female","Blue","1","-0.451 to 0.0588","Mileage tickets","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6684","Northwest Business Airlines Inc.","47-58","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","10 MINS TO 20 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6685","Sigma Airlines Inc.","47-58","Male","Silver","0","-0.451 to 0.0588","Business travel","1","Eco","13-25","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6686","Southeast Airlines Co.","36-46","Male","Blue","1","0.3768+","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","0"
"6687","Southeast Airlines Co.","57-71","Female","Gold","1","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6688","FlyToSun Airlines Inc.","25-35","Female","Blue","1","<-0.75","Personal Travel","0","Eco Plus","13-25","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6689","FlyFast Airways Inc.","47-58","Female","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6690","Cheapseats Airlines Inc.","36-46","Female","Silver","2","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6691","Northwest Business Airlines Inc.","71+","Male","Blue","2","0.3768+","Personal Travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6692","Sigma Airlines Inc.","36-46","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"6693","Sigma Airlines Inc.","36-46","Male","Blue","1","<-0.75","Business travel","1","Business","26-38","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6694","Cheapseats Airlines Inc.","47-58","Male","Blue","1","0.3768+","Mileage tickets","1+","Eco","6-12","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6695","Sigma Airlines Inc.","36-46","Male","Blue","1","<-0.75","Business travel","0","Business","13-25","0-60 Mins","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6696","FlyFast Airways Inc.","25-35","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Business","38+","LESS THAN 5 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"6697","FlyToSun Airlines Inc.","57-71","Male","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6698","Cheapseats Airlines Inc.","47-58","Male","Blue","1","<-0.75","Business travel","1","Eco","<6","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6699","FlyFast Airways Inc.","47-58","Female","Blue","2","<-0.75","Business travel","0","Eco","<6","5 MINS TO 10 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6700","Sigma Airlines Inc.","47-58","Male","Blue","1","0.059 to 0.3768","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6701","Cheapseats Airlines Inc.","25-35","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","5 MINS TO 10 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6702","Southeast Airlines Co.","36-46","Female","Gold","1","0.3768+","Personal Travel","1+","Eco","13-25","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"6703","FlyHere Airways","57-71","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","0-60 Mins","60 MINS TO 180 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6704","Northwest Business Airlines Inc.","47-58","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6705","Sigma Airlines Inc.","36-46","Male","Gold","1","0.3768+","Business travel","1","Eco","<6","20 MINS TO 60 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"6706","Southeast Airlines Co.","47-58","Male","Blue","0","-0.451 to 0.0588","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"6707","Sigma Airlines Inc.","71+","Male","Gold","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6708","Oursin Airlines Inc.","36-46","Male","Blue","1","0.3768+","Business travel","1+","Eco","<6","10 MINS TO 20 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6709","Sigma Airlines Inc.","71+","Female","Gold","2","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"6710","Cheapseats Airlines Inc.","36-46","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6711","Cheapseats Airlines Inc.","36-46","Female","Blue","1","<-0.75","Business travel","1+","Eco Plus","13-25","20 MINS TO 60 MINS","60 MINS TO 180 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"6712","Southeast Airlines Co.","<24","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6713","Northwest Business Airlines Inc.","71+","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"6714","Oursin Airlines Inc.","57-71","Male","Silver","1","-0.451 to 0.0588","Personal Travel","0","Eco Plus","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6715","Cheapseats Airlines Inc.","47-58","Female","Blue","2","<-0.75","Business travel","1","Eco","6-12","10 MINS TO 20 MINS","10 MINS TO 20 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6716","Northwest Business Airlines Inc.","47-58","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"6717","Oursin Airlines Inc.","36-46","Female","Silver","1","0.059 to 0.3768","Business travel","1","Eco Plus","6-12","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6718","Sigma Airlines Inc.","57-71","Female","Blue","1","<-0.75","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6719","Cheapseats Airlines Inc.","36-46","Female","Blue","1","<-0.75","Business travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"6720","Oursin Airlines Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6721","Cheapseats Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","5 MINS TO 10 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"6722","Cheapseats Airlines Inc.","25-35","Female","Blue","2","-0.451 to 0.0588","Personal Travel","1+","Eco","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","400 MILES TO 1000.0 MILES","No","1"
"6723","Cheapseats Airlines Inc.","47-58","Female","Blue","1","0.3768+","Business travel","0","Eco","<6","0-60 Mins","180+ Minutes","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"6724","Sigma Airlines Inc.","25-35","Male","Blue","1","-0.451 to 0.0588","Personal Travel","1","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"6725","Sigma Airlines Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"6726","Southeast Airlines Co.","25-35","Male","Blue","1","0.3768+","Personal Travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
